"tackle_oppId","tackle","s_diff","a_diff","x_diff","y_diff","o_diff","o","x_los_ct","y_los_ct","s_diff_ct","a_diff_ct","x_diff_ct","y_diff_ct","o_diff_ct","o_ct","dir_diff","dir_diff_ct"
10183,1,1.57,1.47,1.31,0.51,120.66,119.67,-2.42,-14.6666666666667,1.15,2.21,0.890000000000001,-0.52,-178.7,330.33,-106.22,82.81
10186,0,-0.580000000000001,1.36,1.5,-0.25,-94.01,175.31,-1.43000000000001,2.82333333333333,-0.47,1.03,0.849999999999994,0.0599999999999987,-94.01,265.31,154.37,154.37
10187,1,-0.56,0.69,0.349999999999994,-1.06,-185.91,245.07,-0.219999999999999,0.16333333333333,-0.26,0.27,0.280000000000001,-0.98,-185.91,335.07,214.3,214.3
10190,1,0.91,-0.66,0.780000000000001,-0.93,-26.76,252.45,5.56999999999999,3.91333333333333,0.99,-0.46,0.659999999999997,-0.830000000000002,-26.76,342.45,-8.71,-8.71
10194,1,-0.14,2.43,-0.189999999999998,-0.780000000000001,165.02,97.49,-0.599999999999994,-21.1666666666667,-0.32,2.18,-0.489999999999995,0.870000000000001,90.16,172.51,48.04,-26.89
10196,1,1.54,2.41,1.28,-0.0399999999999991,2.75,130.76,5.48,12.9833333333333,1.22,3.26,0.960000000000008,-0.0399999999999991,2.75,40.76,27.65,27.65
10198,1,-0.0200000000000005,-0.17,-0.0700000000000074,-1.39,-62.51,124.42,6.44,26.6733333333333,-0.16,0.12,-0.299999999999997,-1.31999999999999,297.49,34.42,20.68,20.68
10200,1,-0.18,-2.36,-0.709999999999994,-0.460000000000001,-218.89,264.95,9.48,11.9733333333333,-0.609999999999999,-1.18,-0.869999999999997,-0.619999999999997,141.11,174.95,-21.84,-21.84
10202,1,-3.56,3.18,1.49,0.18,43.64,158.18,8.17,-22.3866666666667,-3.49,4.22,1.16,-0.139999999999997,126.65,111.82,-59.42,-24.38
10204,0,-0.6,0.02,-0.769999999999996,-0.0500000000000043,303.22,16.45,8.85,7.32333333333333,-0.699999999999999,-1.21,-0.869999999999997,0.420000000000002,-56.78,286.45,46.32,46.32
10206,1,-4.19,3.34,1.19,0.789999999999999,-230.23,244.47,1.15000000000001,3.60333333333333,-3.82,4.06,0.800000000000011,0.690000000000001,129.77,154.47,4.50999999999999,4.50999999999999
10209,1,0.89,1.07,0.849999999999994,0.77,79.2,247.51,2.5,1.75333333333333,0.81,0.53,0.790000000000006,0.66,79.2,157.51,-31.17,-31.17
10211,1,0.85,-0.88,1.28,0.550000000000004,118.03,209.96,5.15,8.97333333333333,0.23,0.26,0.899999999999999,0.480000000000004,118.03,119.96,-104.41,-104.41
10215,1,0.26,-2.85,1.31,0.809999999999995,-163.28,181.02,1.77,8.56333333333333,-0.0900000000000001,-2.35,1.38,0.68,196.72,91.02,-98.78,-98.78
10219,1,2.5,-0.48,1.11,0.56,-128.98,244.49,-2.81999999999999,-15.3266666666667,2.59,-0.59,0.700000000000003,-0.609999999999999,192.74,25.51,124.08,-85.76
10221,1,2.09,-0.76,-0.140000000000001,-1.24,-41.19,56.59,6.23,15.5933333333333,1.29,0.71,-0.22999999999999,-0.950000000000003,-41.19,326.59,22.27,22.27
10223,1,-0.42,-2.95,1.96,-0.149999999999999,58.6,239.58,21.56,9.20333333333333,-0.0299999999999998,-2.59,1.76000000000001,-0.470000000000006,58.6,149.58,-58.58,-58.58
10225,1,3.32,-2.08,0.210000000000008,-1.33,-177.3,268.65,-1.36,-7.79666666666667,3.39,-1.51,0.170000000000002,0.970000000000002,-39.69,181.35,17.84,28.47
10230,1,0.56,-0.140000000000001,-0.459999999999994,0.850000000000001,163.66,98.17,24.99,-26.6666666666667,0.41,0.69,-0.419999999999995,-0.91,-240.08,351.83,162.4,8.63
10232,1,0.15,3.2,0.149999999999991,-1.25,-321.8,322.13,8.93000000000001,19.4033333333333,-0.0500000000000007,3.49,-0.11999999999999,-0.93,38.2,52.13,-33.42,-33.42
10234,1,2.44,-0.11,1.49000000000001,0.0499999999999972,1.06,122.8,9.55,10.9033333333333,2.22,0.81,1.06,0.100000000000001,1.06,212.8,118.38,118.38
10236,1,-0.27,-0.9,-0.840000000000003,-0.399999999999999,232.92,26.97,14.11,0.303333333333331,-0.05,-1.11,-0.859999999999999,-0.560000000000002,232.92,116.97,101.62,101.62
10238,1,-1.03,-0.71,-0.859999999999999,-0.309999999999999,22.35,18.49,4.40000000000001,1.05333333333333,-0.36,-1.99,-0.889999999999986,-0.450000000000003,22.35,108.49,166.87,166.87
10240,1,-1.14,-0.26,-0.810000000000002,-0.289999999999999,-65.76,290.76,16.85,16.3333333333333,-1,-0.57,-0.960000000000008,-0.270000000000003,294.24,20.76,277.45,277.45
10242,1,1.77,-1.85,-0.109999999999999,-1.21,-227.42,293.71,10.36,-14.3966666666667,1.89,-1.36,0.0300000000000011,1.05,120.52,156.29,43.26,-17.58
10244,1,-0.98,-1.06,0.0300000000000011,-1.19,25.9,260.42,9.33,26.8833333333333,-0.58,-1.52,-0.340000000000003,-1.14,-334.1,350.42,320.44,320.44
10247,1,-2.97,3.64,-0.609999999999999,0.25,-98.31,232.77,5.95,24.4533333333333,-3.34,4.51,-0.920000000000002,0.0999999999999943,-98.31,322.77,304.28,304.28
10250,0,-2.29,0.38,-0.140000000000001,1.27,-26.95,45.22,8.56999999999999,8.07333333333333,-2.31,-0.00999999999999979,-0.45000000000001,0.840000000000003,-26.95,135.22,38.68,38.68
10252,1,-2.5,-1.64,0.560000000000002,1.03,197.19,139.72,1.31,2.50333333333333,-2.03,-2.89,0.269999999999996,0.930000000000003,-162.81,229.72,46.67,46.67
10254,1,2.28,-0.94,1.36,0.0599999999999987,10.8200000000001,174.59,4.29000000000001,-11.2366666666667,2.14,0.31,0.980000000000004,0.0199999999999996,22.17,275.41,-279.06,-39.6900000000001
10257,1,-0.34,0.37,0.669999999999987,-0.880000000000003,-201.26,280.63,3.17,-16.5966666666667,-0.270000000000001,0.3,0.519999999999996,0.82,-11.39,169.37,49.86,9.62
10259,1,-0.13,4.38,-0.430000000000007,-0.120000000000001,108.28,125.86,6.34999999999999,-4.25666666666667,-0.0500000000000003,2.5,-0.870000000000005,0.16,-192.42,324.14,-165.22,159.56
10261,0,1.26,0.72,-1.08,0.230000000000004,-70.06,260.75,25.88,23.6133333333333,1.26,0.72,-1.08,0.230000000000004,-70.06,350.75,0.68,0.68
10262,0,-0.55,-2.31,0.810000000000002,0.530000000000001,180.49,156.1,19.25,24.4833333333333,-0.68,-1.75,0.629999999999995,0.769999999999996,-179.51,246.1,-35.4,-35.4
10263,1,-0.00999999999999979,1.61,0.689999999999998,-1.05,-18.34,224.02,23.05,22.2233333333333,-0.24,1.66,0.629999999999995,-0.759999999999998,-18.34,314.02,-53.12,-53.12
10265,1,-3.02,-0.8,-0.68,0.119999999999997,210.89,114.65,6.02,15.7933333333333,-2.73,-1.8,-0.990000000000009,-0.100000000000001,-149.11,204.65,29.29,29.29
10267,0,-6.14,2.47,-0.109999999999999,1.25,157.78,101.11,-1.3,-20.3666666666667,-6.32,2.41,-0.799999999999997,-0.719999999999999,-180.76,348.89,-99.3,86.53
10268,1,-1.05,-0.45,-0.570000000000007,-0.699999999999999,340.38,9.81,1.77,-26.0866666666667,-1.72,0.61,-0.52000000000001,0.869999999999997,51.13,80.19,7.18000000000001,-10.53
10270,1,-0.0899999999999999,-1.7,0.700000000000003,-0.989999999999998,86.94,253.18,-1.06999999999999,5.21333333333333,0.19,-2.16,0.310000000000002,-0.919999999999998,-273.06,343.18,302.53,302.53
10272,1,-0.56,-0.83,NA,1.37,20.5699999999999,296.83,NA,8.65333333333333,-0.33,-1.37,NA,1.06,20.57,206.83,-79.54,-79.54
10274,1,0.67,0.54,-0.859999999999999,-0.32,284.8,37.6,4.7,-4.69666666666667,0.76,0.17,-0.989999999999995,-0.150000000000002,-89.58,232.4,-65.6,-66.11
10276,1,-2.75,0.73,-0.299999999999997,0.280000000000001,-227.62,293.81,19.98,-25.6966666666667,-2.89,0.62,-0.920000000000002,-0.75,125.11,156.19,23.56,83.37
10278,1,0.44,-2.63,-0.780000000000001,-0.390000000000001,-302.94,331.47,5.94,-24.6966666666667,-0.27,-1.45,-0.969999999999999,0.169999999999998,-5.82000000000001,118.53,80.2,25.1
10280,1,0.0899999999999999,-0.77,-0.659999999999997,-0.109999999999999,-236.33,333.92,4.86,26.2733333333333,0.46,-1.33,-0.900000000000006,0.0499999999999972,123.67,63.92,-22.58,-22.58
10282,1,1.73,1.66,0.620000000000005,-1.29,-175.84,267.92,1.41,-14.1466666666667,1.67,1.78,0.319999999999993,0.99,-70.46,182.08,17.18,36.04
10284,1,-0.93,2.09,-0.439999999999998,-0.800000000000004,103.35,234.02,-1.16,20.4333333333333,-0.73,1.34,-0.560000000000002,-0.859999999999999,-256.65,324.02,350.42,350.42
10286,1,-0.0499999999999998,3.89,-0.519999999999982,-0.459999999999997,-282.84,321.42,2.45,-24.7366666666667,-0.7,4.25,-0.829999999999998,0.469999999999999,-52.55,128.58,-17.06,35.61
10288,1,-2.58,1.96,0.849999999999994,1.26,-6.75999999999999,183.38,1.72,-15.3966666666667,-2.64,2.3,0.629999999999995,-0.780000000000001,-65.52,266.62,-165.18,78.58
10290,1,0.0600000000000001,0.63,-0.639999999999986,0,-128.01,209.73,1.41,3.46333333333333,0.36,0.24,-0.920000000000002,-0.27,-128.01,299.73,130.87,130.87
10292,1,1.1,0.82,0.730000000000004,0.310000000000002,-127.76,243.88,-0.0200000000000102,-8.74666666666667,1.53,1.27,0.70999999999998,-0.669999999999998,-109.73,206.12,20.36,89.64
10294,0,-0.859999999999999,-2.78,0.909999999999997,-1.05,84.19,253.34,16.21,13.8533333333333,-1.05,-2.43,0.77000000000001,-1.09,-275.81,343.34,-7.74,-7.74
10295,1,-0.350000000000001,1.61,-0.909999999999997,-0.0899999999999963,-285.37,319.5,26.34,24.4233333333333,-0.34,1.36,-1,0.140000000000001,74.63,49.5,-20.48,-20.48
10297,1,-1.69,3.91,-0.439999999999998,-0.75,170.58,106.96,8.93000000000001,24.3233333333333,-1.71,2.69,-0.539999999999992,-0.879999999999995,-189.42,196.96,-2.43,-2.43
10299,1,-0.15,0.12,0.429999999999993,-1.24,45.6,290.03,6.65000000000001,18.5533333333333,-0.100000000000001,0.55,0.190000000000012,-0.950000000000003,45.6,20.03,-31.38,-31.38
10301,1,-0.44,1.68,0.0999999999999943,-1.19,35.67,286.72,10.82,25.5933333333333,-0.99,2.57,-0.0900000000000034,-0.910000000000004,35.67,16.72,-12.55,-12.55
10303,1,-0.42,-0.4,1.15000000000001,0.329999999999998,-28.25,145.65,9.34,10.5033333333333,-0.31,-0.68,0.850000000000009,0.359999999999999,-28.25,235.65,29.74,29.74
10308,1,0.57,-2.92,-0.93,-0.210000000000001,223.38,34.81,23.79,27.5133333333333,0.95,-3.12,-0.999999999999993,-0.109999999999999,-136.62,304.81,17.09,17.09
10310,1,-0.55,1.6,-0.229999999999997,-0.660000000000004,-32.36,80.83,2.81,24.2933333333333,-0.85,1.68,-0.539999999999999,-0.82,-32.36,350.83,30.17,-329.83
10315,1,1.16,-0.71,-0.719999999999999,-0.519999999999996,-39.24,355.23,6.95,16.6133333333333,1.14,-0.27,-0.780000000000001,-0.670000000000002,-39.24,265.23,-33.23,-33.23
10317,1,-1.1,0.88,1.44,-0.5,18.14,170.93,4.86,-20.5366666666667,-0.95,0.35,0.950000000000003,0.489999999999998,120.14,99.07,27.1,-49.5
10319,1,-0.63,0.35,-1.01,0.220000000000002,288.44,35.78,4.35,-8.14666666666667,-0.12,-1.11,-0.990000000000002,-0.150000000000002,-39.19,234.22,-152.78,48.96
10321,1,-2.16,-0.53,1.43,-1.2,-189.77,195.73,19.29,27.1933333333333,-2.08,-0.7,1.07,-1.24,170.23,105.73,-298.39,-298.39
10323,1,0.14,4.01,1.34,-0.619999999999997,48.26,155.87,9.81,-26.1466666666667,-0.34,3.61,0.989999999999998,0.349999999999998,122.53,114.13,35.04,-70.06
10325,1,-0.390000000000001,1.08,-0.929999999999993,-0.160000000000004,184.02,94.61,2.64,23.9433333333333,-0.5,0.93,-0.989999999999995,-0.189999999999998,184.02,4.61,9.5,9.5
